945920426384,100
945920426679,100
945920426917,100
945920427145,100
945920428763,11
945920429188,11
945920431137,2
945920432302,5
945920432598,5
945920433014,5
945920434517,7
945920434784,7
945920435012,7
945920435948,4
945920436274,4
945920436572,4
945920437970,4
945920439575,4
945920439835,4
945920440990,8
945920442127,0
945920443699,7
945920444640,2
945920445478,5
945920445707,5
945920445955,5
945920448167,0
945920450205,4
945920450404,4
945920451113,3
945920451292,3
945920452627,7
945920452946,7
945920453225,7
945920454931,7
945920455247,7
945920455525,7
945920455792,7
945920458508,102
945920459468,3
945920459726,3
945920461120,103
945920462367,0
945920465567,9
945920465809,9
945920466126,9
945920466975,3
945920467357,3
945920468533,0
945920470556,3
945920470774,3
945920471082,3
945920472241,5
945920472481,5
945920472668,5
945920473398,2
945920474000,4
945920476716,0
945920478241,4
945920479029,6
945920479276,6
945920479574,6
945920480577,6
945920480878,6
945920481181,6
945920481470,6
945920481818,6
945920482174,6
945920482660,6
945920484318,3
945920485365,0
945920486185,5
945920486430,5
945920486604,5
945920487622,8
945920487804,8
945920488705,2
945920488942,2
945920489123,2
945920490778,5
945920491911,0
945920492973,3
945920493182,3
945920493936,6
945920494155,6
945920495088,8
945920496023,3
945920496271,3
945920497072,7
945920497368,7
945920497917,7
945920499874,102
945920500104,102
945920500382,102
945920500620,102
945920500837,102
945920501095,102
945920501453,102
945920502576,103
945920504186,101
945920505530,5
945920505738,5
945920506337,103
945920506494,103
945920506683,103
945920506872,103
945920507070,103
945920507515,103
945920509150,4
945920509397,4
945920509664,4
945920511336,6
945920511564,6
945920512482,4
945920514482,0
945920515714,4
945920515954,4
945920516181,4
945920517106,8
945920517717,0
945920518414,9
945920519862,4
945920520094,4
945920520356,4
945920521727,8
945920522896,4
945920523104,4
945920524851,0
945920525629,8
945920526778,4
945920527027,4
945920528056,6
945920528263,6
945920528451,6
945920529656,7
945920529903,7
945920530111,7
945920530368,7
945920531609,3
945920531799,3
945920532582,0
945920533534,4
945920533843,4
945920535147,6
945920535336,6
945920535531,6
945920536571,6
945920536868,6
945920537165,6
945920538767,8
945920538975,8
945920539206,8
945920540532,3
945920540722,3
945920541757,7
945920541965,7
945920542193,7
945920542471,7
945920544437,0
945920545219,5
945920545448,5
945920545674,5
945920546474,6
945920546706,6
945920546896,6
945920547678,5
945920547885,5
945920548123,5
945920548916,0
945920549797,4
945920549985,4
945920550183,4
945920551144,8
945920551807,7
945920552027,7
945920552226,7
945920552454,7
945920553244,0
945920554377,2
945920555038,6
945920555238,6
945920555465,6
945920556065,8
945920556710,9
945920558271,10
945920558679,10
945920558998,10
945920559482,10
945920559991,10
945920560457,10
945920560794,10
945920561153,10
945920561646,10
945920562213,10
945920562839,10
945920563245,10
945920566525,5
945920566763,5
945920567040,5
945920567854,3
945920568132,3
945920568393,3
945920568687,3
945920570536,8
945920572162,7
945920572390,7
945920572597,7
945920572885,7
945920574155,10
945920574453,10
945920574809,10
945920575236,10
945920578400,3
945920579503,7
945920579791,7
945920580339,7
945920581970,1
945920582542,1
945920582900,1
945920583257,1
945920583693,1
945920584190,1
945920584776,1
945920586784,6
945920586992,6
945920587974,5
945920588390,5
945920589739,10
945920590016,10
945920590375,10
945920590690,10
945920591045,10
945920591560,10
945920591818,10
945920592106,10
945920592443,10
945920592782,10
945920593116,10
945920593443,10
945920593803,10
945920594107,10
945920594454,10
945920594877,10
945920595257,10
945920598691,7
945920598959,7
945920599207,7
945920599534,7
945920600515,0
945920600872,0
945920602263,6
945920602951,3
945920603179,3
945920603417,3
945920603674,3
945920605719,10
945920606093,10
945920606371,10
945920606801,10
945920609246,3
945920609514,3
945920610529,4
945920612037,4
945920614038,6
945920614324,6
945920615158,6
945920615819,6
945920616124,6
945920616630,6
945920618560,6
945920618797,6
945920619075,6
945920620698,4
945920623563,101
945920623852,101
945920625399,0
945920625746,0
945920627331,4
945920628201,10
945920628530,10
945920628840,10
945920629313,10
945920631615,9
945920631924,9
945920632181,9
945920633045,0
945920633292,0
945920634815,8
945920635163,8
945920636210,10
945920636538,10
945920636924,10
945920637480,10
945920639304,2
945920639538,2
945920639767,2
945920640633,7
945920640920,7
945920641248,7
945920642857,4
945920643380,4
945920643826,4
945920644262,4
945920646276,9
945920646514,9
945920646742,9
945920647020,9
945920648784,9
945920649023,9
945920649280,9
945920651831,10
945920652117,10
945920652425,10
945920652823,10
945920654835,3
945920656799,3
945920657048,3
945920657324,3
945920657900,3
945920659910,3
945920660197,3
945920660445,3
945920661055,3
945920662829,7
945920663078,7
945920663343,7
945920664636,10
945920664922,10
945920665230,10
945920665587,10
945920665982,10
945920666408,10
945920666923,10
945920667427,10
945920668002,10
945920668603,10
945920668979,10
945920669339,10
945920669872,10
945920671969,100
945920672634,100
945920675705,0
945920676014,0
945920677209,6
945920678120,1
945920679951,1
945920681219,0
945920682092,1
945920683172,5
945920683460,5
945920683757,5
945920685903,0
945920686719,1
945920686995,1
945920687783,7
945920688734,100
