945919047138,100
945919047432,100
945919047679,100
945919047917,100
945919048885,11
945919049182,11
945919051548,4
945919051854,4
945919052112,4
945919053202,8
945919053903,7
945919054174,7
945919054434,7
945919054768,7
945919057215,0
945919058981,3
945919059180,3
945919059476,3
945919060697,8
945919060944,8
945919061629,2
945919061856,2
945919062115,2
945919063621,5
945919063899,5
945919065029,4
945919065297,4
945919065549,4
945919066893,6
945919067110,6
945919067801,4
945919070450,101
945919070760,101
945919071005,101
945919071214,101
945919071462,101
945919071670,101
945919071958,101
945919074432,8
945919075113,6
945919075548,6
945919075736,6
945919078162,6
945919078420,6
945919078706,6
945919081234,0
945919082964,3
945919083663,2
945919084380,6
945919085934,6
945919086271,6
945919088124,0
945919089188,2
945919089437,2
945919089648,2
945919090444,6
945919090633,6
945919090879,6
945919091734,5
945919091963,5
945919092203,5
945919093831,3
945919095196,0
945919096461,4
945919096644,4
945919097424,3
945919097671,3
945919099047,7
945919099295,7
945919099494,7
945919100362,3
945919100620,3
945919102772,0
945919103609,2
945919104535,6
945919104771,6
945919105633,3
945919106620,0
945919107430,4
945919107667,4
945919107905,4
945919108656,6
945919109548,0
945919110507,6
945919110734,6
945919110962,6
945919111750,8
945919112075,8
945919114014,8
945919115218,0
945919116311,6
945919116511,6
945919116728,6
945919117401,3
945919117629,3
945919117847,3
945919118732,0
945919119567,3
945919119796,3
945919120691,4
945919122681,4
945919124826,6
945919125115,6
945919126904,6
945919127192,6
945919127461,6
945919128552,4
945919130044,0
945919131674,5
945919132155,5
945919132403,5
945919133240,8
945919133567,8
945919133863,8
945919134440,8
945919135025,8
945919135621,8
945919137454,5
945919137749,5
945919138117,5
945919140204,100
945919140825,100
945919143158,0
945919143473,0
945919144571,6
945919145531,1
945919147222,1
945919148566,0
945919149483,1
945919150461,5
945919150868,5
945919151459,5
945919152896,0
945919154169,1
945919154456,1
945919155132,7
945919156514,100
